anon_polygon_id,date,mode,repeat,fold,seed,role,seen_polygon,fit_excluded_polygons,context_policy,cutoff_date,fold_version
AOI-0002,2024-04-14,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0002,2024-09-28,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0002,2024-10-01,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2019-06-15,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2019-06-17,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2019-06-19,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2019-09-18,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2019-10-10,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2019-10-13,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2020-09-04,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2021-07-10,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2021-07-16,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2021-07-28,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2021-10-12,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2021-10-14,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2022-07-01,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2022-07-21,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2022-08-10,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2024-08-14,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0003,2024-08-22,A,0,0,17,validation,True,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2010-05-02,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2011-04-23,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2011-04-26,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2011-07-08,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2011-07-31,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2011-09-30,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2012-08-10,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2012-08-12,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2013-04-23,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2013-06-10,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2013-06-26,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2014-04-18,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2014-05-25,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2014-06-05,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2014-08-13,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2014-08-29,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2015-06-26,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2016-05-02,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2016-05-08,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2016-09-06,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2017-05-01,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2017-05-09,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2017-06-10,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2018-04-05,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2018-08-13,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2019-04-01,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2019-04-07,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2019-05-09,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2019-08-23,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
AOI-0004,2019-08-30,A,0,0,17,validation,False,"[""AOI-0004"", ""AOI-0007"", ""AOI-0011"", ""AOI-0015"", ""AOI-0026"", ""AOI-0027"", ""AOI-0030"", ""AOI-0035"", ""AOI-0040"", ""AOI-0041"", ""AOI-0045"", ""AOI-0050"", ""AOI-0052"", ""AOI-0055"", ""AOI-0064"", ""AOI-0069"", ""AOI-0075"", ""AOI-0076"", ""AOI-0077""]",transductive,,folds_v1
