anon_polygon_id,date,p_s2,p_landsat,p_modis,p_unknown,left_distance_days,right_distance_days,model_disagreement,fallback_reason,context_quality,source_confidence,quality_flags,interval_status,interval_level,harmonization_status
AOI-0001,2016-07-20,0.05150993883792049,0.6404379641764962,0.2872187636522499,0.020833333333333332,8.0,8.0,0.0,,0.6521739130434783,0.6404379641764962,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2016-07-27,0.034339959225280325,0.4269586427843308,0.5248125091014999,0.013888888888888888,15.0,1.0,0.0,,0.9375,0.5248125091014999,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2016-08-29,0.04120795107033639,0.712350371341197,0.22977501092179992,0.016666666666666666,1.0,8.0,0.0,,0.9375,0.712350371341197,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2016-08-30,0.0363599568267674,0.7461915041245857,0.2027426566957058,0.014705882352941176,2.0,7.0,0.0,,0.8823529411764706,0.7461915041245857,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2016-09-15,0.034339959225280325,0.7602919761176642,0.1914791757681666,0.013888888888888888,1.0,15.0,0.0,,0.9375,0.7602919761176642,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2016-09-29,0.02377381792519407,0.2955867526968444,0.6710240447625768,0.009615384615384616,15.0,1.0,0.0,,0.9375,0.6710240447625768,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-05-12,0.2675294888597641,0.5088216938151408,0.21174405542033328,0.011904761904761904,3.0,13.0,0.0,,0.8333333333333334,0.5088216938151408,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-06-29,0.22613245412844035,0.5428284731323723,0.21541407273918742,0.015625,3.0,1.0,0.0,,0.9375,0.5428284731323723,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-07-12,0.19372825055362225,0.23052605414199845,0.5671250056492068,0.008620689655172414,12.0,3.0,0.0,,0.8333333333333334,0.5671250056492068,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-08-09,0.4506471166448231,0.453044841789927,0.08737947013667853,0.008928571428571428,1.0,4.0,0.0,,0.9375,0.453044841789927,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-08-29,0.32060397553516823,0.3228418523372652,0.3482208387942333,0.008333333333333333,5.0,3.0,0.0,,0.8333333333333334,0.3482208387942333,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-09-08,0.37470083765456724,0.5080545900051285,0.10637500712291299,0.010869565217391304,6.0,5.0,0.0,,0.75,0.5080545900051285,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2017-09-14,0.11671352471145309,0.3124275990360631,0.5627943601234515,0.008064516129032258,1.0,3.0,0.0,,0.9375,0.5627943601234515,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-04-05,0.10787461773700306,0.7790170380078637,0.09644167758846658,0.016666666666666666,168.0,2.0,0.0,,0.8823529411764706,0.7790170380078637,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-04-23,0.09696738022426095,0.2846390951895539,0.6091342653269258,0.009259259259259259,2.0,6.0,0.0,,0.8823529411764706,0.6091342653269258,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-05-01,0.4732763413956075,0.4147047142459987,0.10444318678263632,0.007575757575757576,1.0,8.0,0.0,,0.9375,0.4732763413956075,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-06-08,0.20991451209341117,0.5766025259144526,0.20211932562849996,0.011363636363636364,7.0,2.0,0.0,,0.8823529411764706,0.5766025259144526,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-07-12,0.09350425950196592,0.4173305560756413,0.4802366129938214,0.008928571428571428,2.0,6.0,0.0,,0.8823529411764706,0.4802366129938214,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-09-28,0.22613245412844035,0.4803284731323722,0.27791407273918745,0.015625,7.0,2.0,0.0,,0.8823529411764706,0.4803284731323722,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2018-10-13,0.600696894848271,0.257125214235306,0.1325625063010384,0.009615384615384616,5.0,1.0,0.0,,0.9375,0.600696894848271,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-05-11,0.6355704028719585,0.20370676391817197,0.1498532679924782,0.010869565217391304,2.0,5.0,0.0,,0.8823529411764706,0.6355704028719585,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-05-31,0.6649328309305373,0.20304484178992696,0.12309375585096424,0.008928571428571428,6.0,10.0,0.0,,0.7142857142857143,0.6649328309305373,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-06-04,0.40075496941896027,0.44521898208824817,0.14360938182612495,0.010416666666666666,10.0,6.0,0.0,,0.7142857142857143,0.44521898208824817,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-06-05,0.5872706422018349,0.2895085190039319,0.11488750546089996,0.008333333333333333,11.0,5.0,0.0,,0.75,0.5872706422018349,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-06-25,0.6961009174311927,0.223107408100855,0.06888691256319042,0.011904761904761904,5.0,1.0,0.0,,0.9375,0.6961009174311927,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-07-12,0.23806622706422018,0.27141423656618613,0.4827070363695937,0.0078125,6.0,8.0,0.0,,0.7142857142857143,0.4827070363695937,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-07-22,0.6647247706422018,0.1874102228047182,0.13786500655307996,0.01,2.0,6.0,0.0,,0.8823529411764706,0.6647247706422018,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-07-29,0.41817909852413243,0.4645763291355633,0.10637500712291299,0.010869565217391304,1.0,1.0,0.0,,0.9375,0.4645763291355633,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-08-30,0.37470083765456724,0.5080545900051285,0.10637500712291299,0.010869565217391304,1.0,4.0,0.0,,0.9375,0.5080545900051285,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-09-07,0.45358522452921296,0.35185555632199766,0.1814013244119473,0.013157894736842105,4.0,6.0,0.0,,0.7894736842105263,0.45358522452921296,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-09-08,0.3590883027522936,0.48688564875491486,0.14360938182612495,0.010416666666666666,5.0,5.0,0.0,,0.75,0.48688564875491486,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2019-09-18,0.6247247706422019,0.2274102228047182,0.13786500655307996,0.01,3.0,5.0,0.0,,0.8333333333333334,0.6247247706422019,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-04-03,0.2809059633027523,0.5842627785058978,0.12233125819134993,0.0125,1.0,3.0,0.0,,0.9375,0.5842627785058978,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-04-26,0.2809059633027523,0.48426277850589783,0.22233125819134997,0.0125,1.0,4.0,0.0,,0.9375,0.48426277850589783,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-05-30,0.5220756880733946,0.34590198464706984,0.12309375585096424,0.008928571428571428,2.0,6.0,0.0,,0.8823529411764706,0.5220756880733946,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-06-09,0.48727064220183486,0.18950851900393184,0.3148875054609,0.008333333333333333,3.0,5.0,0.0,,0.8333333333333334,0.48727064220183486,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-07-14,0.6507549694189603,0.19521898208824814,0.14360938182612495,0.010416666666666666,3.0,1.0,0.0,,0.9375,0.6507549694189603,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-07-23,0.4247247706422019,0.42741022280471824,0.13786500655307996,0.01,4.0,1.0,0.0,,0.9375,0.42741022280471824,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-07-27,0.3318162270642202,0.2401642365661861,0.4202070363695937,0.0078125,3.0,4.0,0.0,,0.8333333333333334,0.4202070363695937,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-08-08,0.6292185452162516,0.2387591275042127,0.12309375585096424,0.008928571428571428,5.0,1.0,0.0,,0.9375,0.6292185452162516,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-09-01,0.3316592850363809,0.5408708817282054,0.11884914358024133,0.008620689655172414,4.0,6.0,0.0,,0.7894736842105263,0.5408708817282054,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-09-02,0.533882402001668,0.3540986536399381,0.10444318678263632,0.007575757575757576,5.0,5.0,0.0,,0.75,0.533882402001668,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-09-12,0.6005844924533886,0.3124275990360631,0.07892339238151609,0.008064516129032258,2.0,1.0,0.0,,0.9375,0.6005844924533886,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-09-22,0.6420041126225878,0.23052605414199845,0.11884914358024133,0.008620689655172414,5.0,3.0,0.0,,0.8333333333333334,0.6420041126225878,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-09-29,0.35393730886850155,0.15617518567059852,0.4815541721275666,0.008333333333333333,2.0,4.0,0.0,,0.8823529411764706,0.4815541721275666,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-10-11,0.47272280471821754,0.3346611121512825,0.17475894027335706,0.017857142857142856,4.0,4.0,0.0,,0.7894736842105263,0.47272280471821754,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-10-12,0.6247247706422019,0.2674102228047182,0.09786500655307995,0.01,5.0,3.0,0.0,,0.8333333333333334,0.6247247706422019,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2020-10-19,0.6011324541284404,0.2928284731323722,0.09041407273918742,0.015625,2.0,8.0,0.0,,0.8823529411764706,0.6011324541284404,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2021-05-15,0.5920921420023934,0.24718502478773718,0.1498532679924782,0.010869565217391304,6.0,8.0,0.0,,0.7142857142857143,0.5920921420023934,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2021-05-20,0.5735508757297748,0.2584207077326343,0.1566647801739545,0.011363636363636364,11.0,3.0,0.0,,0.8333333333333334,0.5735508757297748,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2021-06-10,0.1592454919329326,0.2994915713833778,0.5326422470285173,0.008620689655172414,1.0,4.0,0.0,,0.9375,0.5326422470285173,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2021-07-02,0.3314661256175018,0.5263559834660753,0.1325625063010384,0.009615384615384616,6.0,7.0,0.0,,0.7142857142857143,0.5263559834660753,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2021-07-24,0.6005844924533886,0.247911470003805,0.14343952141377417,0.008064516129032258,5.0,2.0,0.0,,0.8823529411764706,0.6005844924533886,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2021-09-17,0.6292185452162516,0.20304484178992696,0.15880804156524997,0.008928571428571428,3.0,10.0,0.0,,0.8333333333333334,0.6292185452162516,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2022-04-25,0.5447247706422018,0.2674102228047182,0.17786500655307996,0.01,1.0,14.0,0.0,,0.9375,0.5447247706422018,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2022-06-03,0.30778997378768025,0.5244734132184984,0.15880804156524997,0.008928571428571428,4.0,6.0,0.0,,0.7894736842105263,0.5244734132184984,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2022-09-02,0.700647116644823,0.20304484178992696,0.08737947013667853,0.008928571428571428,3.0,5.0,0.0,,0.8333333333333334,0.700647116644823,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2022-09-30,0.26472477064220185,0.2674102228047182,0.45786500655308,0.01,13.0,2.0,0.0,,0.8823529411764706,0.45786500655308,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2022-10-01,0.4787844036697248,0.4269586427843308,0.08036806465705548,0.013888888888888888,14.0,1.0,0.0,,0.9375,0.4787844036697248,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2022-10-17,0.716743119266055,0.2465923984272608,0.023506587569842037,0.013157894736842105,5.0,5.0,0.0,,0.75,0.716743119266055,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-05-25,0.2693162270642202,0.2089142365661861,0.5139570363695937,0.0078125,5.0,12.0,0.0,,0.75,0.5139570363695937,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-06-23,0.21348771825984017,0.6672663087134825,0.11118145689764512,0.008064516129032258,1.0,1.0,0.0,,0.9375,0.6672663087134825,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-07-15,0.30082360300250205,0.5311479804599071,0.1566647801739545,0.011363636363636364,1.0,1.0,0.0,,0.9375,0.5311479804599071,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-07-29,0.6309059633027523,0.23426277850589777,0.12233125819134993,0.0125,1.0,3.0,0.0,,0.9375,0.6309059633027523,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-08-03,0.5809059633027523,0.28426277850589776,0.12233125819134993,0.0125,2.0,3.0,0.0,,0.8823529411764706,0.5809059633027523,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-08-08,0.6895599728168536,0.2105650211154798,0.09061574680840735,0.009259259259259259,2.0,10.0,0.0,,0.8823529411764706,0.6895599728168536,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
AOI-0001,2023-08-13,0.6420041126225878,0.23052605414199845,0.11884914358024133,0.008620689655172414,7.0,5.0,0.0,,0.75,0.6420041126225878,"['unseen_polygon', 'interval_not_coverage_certified', 'harmonization_incomplete']",empirical_oof_not_certified,0.95,partial_or_identity
