anon_polygon_id,date,primary_ndvi,source,reference_mean,reference_std,reference_years,z_score,quality_issue,status,primary_ndvi_pred
AOI-0005,2010-05-26,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-05-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-05-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-05-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-05-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-05-31,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-02,0.6193228098722965,landsat,0.7108868430459848,0.08381084902896735,14.0,-1.092508120780894,False,negative_candidate,
AOI-0005,2010-06-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-05,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-06,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-07,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-10,0.4098532577783799,landsat,0.6904156314194744,0.09645083013450645,14.0,-2.9088642705286567,False,strong_negative_candidate,
AOI-0005,2010-06-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-19,0.2461131947286757,landsat,0.6492890035002992,0.09815742396499737,14.0,-4.107440807690661,False,strong_negative_candidate,
AOI-0005,2010-06-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-22,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-23,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-25,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-26,0.447577514367816,modis,0.6104472270473915,0.07336724781622982,14.0,-2.2199239787150167,False,strong_negative_candidate,
AOI-0005,2010-06-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-06-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-05,0.2368513590188511,landsat,0.553721900544151,0.09239552333253861,14.0,-3.4295010201398872,False,strong_negative_candidate,
AOI-0005,2010-07-06,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-07,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-12,0.2537110647620662,landsat,0.5169895180551947,0.0899922151450224,14.0,-2.9255692047234914,False,strong_negative_candidate,
AOI-0005,2010-07-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-21,0.2599983892469082,landsat,0.47719109025752404,0.09069193343263475,14.0,-2.3948403434572807,False,strong_negative_candidate,
AOI-0005,2010-07-22,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-23,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-25,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-26,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-28,,missing,,,0.0,,False,insufficient_or_invalid,0.2857546526
AOI-0005,2010-07-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-07-31,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-05,,missing,,,0.0,,False,insufficient_or_invalid,0.2229307617
AOI-0005,2010-08-06,0.1971111291988355,landsat,0.4200753709806091,0.10941630472745055,14.0,-2.037760664072545,False,strong_negative_candidate,
AOI-0005,2010-08-07,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-13,0.3308319444444444,modis,0.4334662647970463,0.06392678365578938,14.0,-1.6054979538033907,False,negative_candidate,
AOI-0005,2010-08-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-22,0.2764062677119828,landsat,0.3851925539176553,0.08871361087691854,14.0,-1.2262637619001082,False,negative_candidate,
AOI-0005,2010-08-23,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-25,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-26,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-08-29,,missing,,,0.0,,False,insufficient_or_invalid,0.2689200458
AOI-0005,2010-08-30,,missing,,,0.0,,False,insufficient_or_invalid,0.2307456038
AOI-0005,2010-08-31,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-05,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-06,,missing,,,0.0,,False,insufficient_or_invalid,0.2206534305
AOI-0005,2010-09-07,0.2368847342986655,landsat,0.3700063646241482,0.07228986009231059,14.0,-1.8414979660424429,False,negative_candidate,
AOI-0005,2010-09-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-14,0.2454073275862068,modis,0.38901555874243615,0.06569463417280483,14.0,-2.1859963597404106,False,strong_negative_candidate,
AOI-0005,2010-09-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-22,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-23,0.1659511609295848,landsat,0.35396902780230083,0.08189350871026829,14.0,-2.2958824189339104,False,strong_negative_candidate,
AOI-0005,2010-09-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-25,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-26,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-09-30,0.3020676963601533,modis,0.37310126560080736,0.05880553085854594,14.0,-1.2079402771062833,False,negative_candidate,
AOI-0005,2010-10-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-05,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-06,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-07,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-16,0.1993101054418186,landsat,0.31707551793824396,0.07023932919831458,14.0,-1.67663065465681,False,negative_candidate,
AOI-0005,2010-10-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-22,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-23,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-24,0.2899170573645796,landsat,0.30907401925831884,0.07149236313857721,14.0,-0.26795815738537454,False,usual,
AOI-0005,2010-10-25,0.29269263365521,landsat,0.3084762179699169,0.07181600597594653,14.0,-0.21977808568180984,False,usual,
AOI-0005,2010-10-26,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2010-10-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-02,,missing,,,0.0,,False,insufficient_or_invalid,0.2770829247
AOI-0005,2011-04-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-05,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-06,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-07,0.4135105603448276,modis,0.48869112745903925,0.12809558596155737,14.0,-0.5869098966202788,False,usual,
AOI-0005,2011-04-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-18,0.3714770589955642,landsat,0.44129335436957107,0.168787820279518,13.0,-0.4136334911985287,False,usual,
AOI-0005,2011-04-19,0.3312894782517387,landsat,0.44977621061354167,0.16844595734613577,13.0,-0.7034109587939072,False,usual,
AOI-0005,2011-04-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-22,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-23,0.4259961925287356,modis,0.5821430367762227,0.12571629002726945,14.0,-1.242057367534604,False,negative_candidate,
AOI-0005,2011-04-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-25,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-26,0.3887161775991717,landsat,0.5272859779637437,0.1544687891920458,14.0,-0.8970731310147892,False,usual,
AOI-0005,2011-04-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-04-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-05,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-06,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-07,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-09,0.7965221264367817,modis,0.7271842648865251,0.06994504690442926,14.0,0.9913191086282015,False,usual,
AOI-0005,2011-05-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-22,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-23,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-25,0.8248935823754789,modis,0.7401340624514419,0.05776625203258433,14.0,1.4672843908278246,False,usual,
AOI-0005,2011-05-26,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-28,0.8179767450255675,landsat,0.6988755141100969,0.08339763483514488,14.0,1.4281128134017511,False,usual,
AOI-0005,2011-05-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-05-31,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-05,0.7893224718082636,landsat,0.6838618440100045,0.10911344289504876,14.0,0.9665227766637051,False,usual,
AOI-0005,2011-06-06,,missing,,,0.0,,False,insufficient_or_invalid,0.7730679667
AOI-0005,2011-06-07,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-08,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-10,0.6330356321839079,modis,0.6832563132635442,0.08083846837040273,14.0,-0.6212473107422642,False,usual,
AOI-0005,2011-06-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-12,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-15,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-21,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-22,0.5306949614471802,landsat,0.6145992332426904,0.12715267313390405,14.0,-0.6598702939351568,False,usual,
AOI-0005,2011-06-23,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-24,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-25,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-26,,missing,,,0.0,,False,insufficient_or_invalid,0.5534964197
AOI-0005,2011-06-27,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-28,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-29,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-06-30,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-01,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-02,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-03,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-04,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-05,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-06,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-07,0.489539633521071,landsat,0.5266632571038363,0.11720291900457921,14.0,-0.31674657848167487,False,usual,
AOI-0005,2011-07-08,0.4834708058361859,landsat,0.5217138684118093,0.11619871879406402,14.0,-0.32911776457191944,False,usual,
AOI-0005,2011-07-09,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-10,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-11,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-12,0.4713555795019156,modis,0.5148748969241886,0.09295535842118187,14.0,-0.4681743813528908,False,usual,
AOI-0005,2011-07-13,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-14,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-15,0.4246702313562787,landsat,0.4888017142608409,0.11030727387531826,14.0,-0.5813894283803157,False,usual,
AOI-0005,2011-07-16,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-17,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-18,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-19,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-20,,missing,,,0.0,,False,insufficient_or_invalid,
AOI-0005,2011-07-21,,missing,,,0.0,,False,insufficient_or_invalid,
