anon_polygon_id,date,crop_type,ndvi_harmonized,is_observed,quality,selected_source,primary_ndvi_raw,expected_ndvi,climatology_scale,reference_years,reference_level,q10,q25,q50,q75,q90,residual,robust_z,effective_z,multisensor_confirmation,source_switch_risk,confidence,candidate
TOY-FIELD,2020-08-07,wheat,0.6132720539347487,True,1.0,s2,0.6132720539347487,0.6132720539347487,0.04,5,polygon,0.6068720539347487,0.6092720539347487,0.6132720539347487,0.6172720539347487,0.6184720539347487,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-09,wheat,0.609688664032132,True,1.0,s2,0.609688664032132,0.609688664032132,0.04,5,polygon,0.603288664032132,0.605688664032132,0.609688664032132,0.613688664032132,0.6148886640321319,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-11,wheat,0.6059653799899188,True,1.0,s2,0.6059653799899188,0.6059653799899188,0.04,5,polygon,0.5995653799899189,0.6019653799899188,0.6059653799899188,0.6099653799899188,0.6111653799899188,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-13,wheat,0.6021069503901267,True,1.0,s2,0.6021069503901267,0.6021069503901267,0.04,5,polygon,0.5957069503901268,0.5981069503901267,0.6021069503901267,0.6061069503901267,0.6073069503901267,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-15,wheat,0.5981182961759893,True,1.0,s2,0.5981182961759893,0.5981182961759893,0.04,5,polygon,0.5917182961759894,0.5941182961759893,0.5981182961759893,0.6021182961759893,0.6033182961759893,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-17,wheat,0.5940045043759096,True,1.0,s2,0.5940045043759096,0.5940045043759096,0.04,5,polygon,0.5876045043759096,0.5900045043759096,0.5940045043759096,0.5980045043759096,0.5992045043759096,0.0,0.0,0.0,False,False,1.0,False
TOY-FIELD,2020-08-19,wheat,0.5897708216155935,True,1.0,s2,0.5897708216155935,0.5918876629957515,0.04,5,polygon,0.5854876629957515,0.5878876629957515,0.5918876629957515,0.5958876629957515,0.5970876629957514,-0.0021168413801579966,-0.052921034503949915,-0.052921034503949915,False,False,1.0,False
TOY-FIELD,2020-08-21,wheat,0.5854226474266362,True,1.0,s2,0.5854226474266362,0.5897708216155935,0.04,5,polygon,0.5833708216155935,0.5857708216155935,0.5897708216155935,0.5937708216155935,0.5949708216155934,-0.004348174188957277,-0.10870435472393192,-0.10870435472393192,False,False,1.0,False
TOY-FIELD,2020-08-23,wheat,0.5809655273600965,True,1.0,s2,0.5809655273600965,0.5875967345211148,0.04,5,polygon,0.5811967345211149,0.5835967345211148,0.5875967345211148,0.5915967345211148,0.5927967345211148,-0.006631207161018282,-0.16578017902545705,-0.16578017902545705,False,False,1.0,False
TOY-FIELD,2020-08-25,wheat,0.5764051459138424,True,1.0,s2,0.5764051459138424,0.5854226474266362,0.04,5,polygon,0.5790226474266362,0.5814226474266362,0.5854226474266362,0.5894226474266362,0.5906226474266362,-0.00901750151279379,-0.22543753781984477,-0.22543753781984477,False,False,1.0,False
TOY-FIELD,2020-08-27,wheat,0.5717473192826853,True,1.0,s2,0.5717473192826853,0.5831940873933663,0.04,5,polygon,0.5767940873933664,0.5791940873933663,0.5831940873933663,0.5871940873933663,0.5883940873933663,-0.011446768110681016,-0.2861692027670254,-0.2861692027670254,False,False,1.0,False
