anon_polygon_id,date,crop_type,ndvi_harmonized,is_observed,quality,selected_source
TOY-FIELD,2016-07-10,wheat,0.652549084125878,True,1.0,s2
TOY-FIELD,2016-07-12,wheat,0.6513133712363323,True,1.0,s2
TOY-FIELD,2016-07-14,wheat,0.6498923293593261,True,1.0,s2
TOY-FIELD,2016-07-16,wheat,0.6482877708556213,True,1.0,s2
TOY-FIELD,2016-07-18,wheat,0.64650174213843,True,1.0,s2
TOY-FIELD,2016-07-20,wheat,0.6445365210634715,True,1.0,s2
TOY-FIELD,2016-07-22,wheat,0.6423946140238522,True,1.0,s2
TOY-FIELD,2016-07-24,wheat,0.6400787527534761,True,1.0,s2
TOY-FIELD,2016-07-26,wheat,0.63759189084306,True,1.0,s2
TOY-FIELD,2016-07-28,wheat,0.6349371999731995,True,1.0,s2
TOY-FIELD,2016-07-30,wheat,0.6321180658692875,True,1.0,s2
TOY-FIELD,2016-08-01,wheat,0.6291380839834463,True,1.0,s2
TOY-FIELD,2016-08-03,wheat,0.6260010549089786,True,1.0,s2
TOY-FIELD,2016-08-05,wheat,0.6227109795331882,True,1.0,s2
TOY-FIELD,2016-08-07,wheat,0.6192720539347487,True,1.0,s2
TOY-FIELD,2016-08-09,wheat,0.615688664032132,True,1.0,s2
TOY-FIELD,2016-08-11,wheat,0.6119653799899188,True,1.0,s2
TOY-FIELD,2016-08-13,wheat,0.6081069503901267,True,1.0,s2
TOY-FIELD,2016-08-15,wheat,0.6041182961759893,True,1.0,s2
TOY-FIELD,2016-08-17,wheat,0.6000045043759096,True,1.0,s2
TOY-FIELD,2016-08-19,wheat,0.5957708216155935,True,1.0,s2
TOY-FIELD,2016-08-21,wheat,0.5914226474266362,True,1.0,s2
TOY-FIELD,2016-08-23,wheat,0.5869655273600966,True,1.0,s2
TOY-FIELD,2016-08-25,wheat,0.5824051459138424,True,1.0,s2
TOY-FIELD,2016-08-27,wheat,0.5777473192826853,True,1.0,s2
TOY-FIELD,2017-04-01,wheat,0.5,True,1.0,s2
TOY-FIELD,2017-04-03,wheat,0.5053560040813748,True,1.0,s2
TOY-FIELD,2017-04-05,wheat,0.5107051772510118,True,1.0,s2
TOY-FIELD,2017-04-07,wheat,0.5160406973091448,True,1.0,s2
TOY-FIELD,2017-04-09,wheat,0.5213557594688395,True,1.0,s2
TOY-FIELD,2017-04-11,wheat,0.5266435850346467,True,1.0,s2
TOY-FIELD,2017-04-13,wheat,0.5318974300479776,True,1.0,s2
TOY-FIELD,2017-04-15,wheat,0.5371105938881784,True,1.0,s2
TOY-FIELD,2017-04-17,wheat,0.5422764278183315,True,1.0,s2
TOY-FIELD,2017-04-19,wheat,0.5473883434648857,True,1.0,s2
TOY-FIELD,2017-04-21,wheat,0.5524398212203013,True,1.0,s2
TOY-FIELD,2017-04-23,wheat,0.5574244185579915,True,1.0,s2
TOY-FIELD,2017-04-25,wheat,0.5623357782489578,True,1.0,s2
TOY-FIELD,2017-04-27,wheat,0.5671676364696385,True,1.0,s2
TOY-FIELD,2017-04-29,wheat,0.5719138307906304,True,1.0,s2
TOY-FIELD,2017-05-01,wheat,0.5765683080360949,True,1.0,s2
TOY-FIELD,2017-05-03,wheat,0.5811251320038248,True,1.0,s2
TOY-FIELD,2017-05-05,wheat,0.585578491036126,True,1.0,s2
TOY-FIELD,2017-05-07,wheat,0.5899227054318589,True,1.0,s2
TOY-FIELD,2017-05-09,wheat,0.5941522346901842,True,1.0,s2
TOY-FIELD,2017-05-11,wheat,0.5982616845767778,True,1.0,s2
TOY-FIELD,2017-05-13,wheat,0.6022458140035001,True,1.0,s2
TOY-FIELD,2017-05-15,wheat,0.6060995417127472,True,1.0,s2
TOY-FIELD,2017-05-17,wheat,0.6098179527579574,True,1.0,s2
TOY-FIELD,2017-05-19,wheat,0.6133963047720099,True,1.0,s2
TOY-FIELD,2017-05-21,wheat,0.6168300340155193,True,1.0,s2
TOY-FIELD,2017-05-23,wheat,0.6201147611973129,True,1.0,s2
TOY-FIELD,2017-05-25,wheat,0.623246297059668,True,1.0,s2
TOY-FIELD,2017-05-27,wheat,0.6262206477211845,True,1.0,s2
TOY-FIELD,2017-05-29,wheat,0.62903401977048,True,1.0,s2
TOY-FIELD,2017-05-31,wheat,0.6316828251042106,True,1.0,s2
TOY-FIELD,2017-06-02,wheat,0.6341636855032468,True,1.0,s2
TOY-FIELD,2017-06-04,wheat,0.6364734369411686,True,1.0,s2
TOY-FIELD,2017-06-06,wheat,0.6386091336195843,True,1.0,s2
TOY-FIELD,2017-06-08,wheat,0.6405680517251271,True,1.0,s2
TOY-FIELD,2017-06-10,wheat,0.6423476929033379,True,1.0,s2
TOY-FIELD,2017-06-12,wheat,0.6439457874450027,True,1.0,s2
TOY-FIELD,2017-06-14,wheat,0.6453602971808825,True,1.0,s2
TOY-FIELD,2017-06-16,wheat,0.6465894180811425,True,1.0,s2
TOY-FIELD,2017-06-18,wheat,0.647631582556166,True,1.0,s2
TOY-FIELD,2017-06-20,wheat,0.6484854614558186,True,1.0,s2
TOY-FIELD,2017-06-22,wheat,0.6491499657646123,True,1.0,s2
TOY-FIELD,2017-06-24,wheat,0.6496242479906081,True,1.0,s2
TOY-FIELD,2017-06-26,wheat,0.6499077032462868,True,1.0,s2
TOY-FIELD,2017-06-28,wheat,0.6499999700200052,True,1.0,s2
TOY-FIELD,2017-06-30,wheat,0.6499009306370611,True,1.0,s2
TOY-FIELD,2017-07-02,wheat,0.649610711409771,True,1.0,s2
TOY-FIELD,2017-07-04,wheat,0.6491296824763753,True,1.0,s2
TOY-FIELD,2017-07-06,wheat,0.6484584573289732,True,1.0,s2
TOY-FIELD,2017-07-08,wheat,0.6475978920310905,True,1.0,s2
TOY-FIELD,2017-07-10,wheat,0.646549084125878,True,1.0,s2
TOY-FIELD,2017-07-12,wheat,0.6453133712363323,True,1.0,s2
TOY-FIELD,2017-07-14,wheat,0.643892329359326,True,1.0,s2
TOY-FIELD,2017-07-16,wheat,0.6422877708556213,True,1.0,s2
TOY-FIELD,2017-07-18,wheat,0.64050174213843,True,1.0,s2
TOY-FIELD,2017-07-20,wheat,0.6385365210634715,True,1.0,s2
TOY-FIELD,2017-07-22,wheat,0.6363946140238522,True,1.0,s2
TOY-FIELD,2017-07-24,wheat,0.6340787527534761,True,1.0,s2
TOY-FIELD,2017-07-26,wheat,0.63159189084306,True,1.0,s2
TOY-FIELD,2017-07-28,wheat,0.6289371999731995,True,1.0,s2
TOY-FIELD,2017-07-30,wheat,0.6261180658692875,True,1.0,s2
TOY-FIELD,2017-08-01,wheat,0.6231380839834463,True,1.0,s2
TOY-FIELD,2017-08-03,wheat,0.6200010549089786,True,1.0,s2
TOY-FIELD,2017-08-05,wheat,0.6167109795331882,True,1.0,s2
TOY-FIELD,2017-08-07,wheat,0.6132720539347487,True,1.0,s2
TOY-FIELD,2017-08-09,wheat,0.609688664032132,True,1.0,s2
TOY-FIELD,2017-08-11,wheat,0.6059653799899188,True,1.0,s2
TOY-FIELD,2017-08-13,wheat,0.6021069503901267,True,1.0,s2
TOY-FIELD,2017-08-15,wheat,0.5981182961759893,True,1.0,s2
TOY-FIELD,2017-08-17,wheat,0.5940045043759096,True,1.0,s2
TOY-FIELD,2017-08-19,wheat,0.5897708216155935,True,1.0,s2
TOY-FIELD,2017-08-21,wheat,0.5854226474266362,True,1.0,s2
TOY-FIELD,2017-08-23,wheat,0.5809655273600965,True,1.0,s2
TOY-FIELD,2017-08-25,wheat,0.5764051459138424,True,1.0,s2
TOY-FIELD,2017-08-27,wheat,0.5717473192826853,True,1.0,s2
TOY-FIELD,2018-04-01,wheat,0.504,True,1.0,s2
TOY-FIELD,2018-04-03,wheat,0.5093560040813748,True,1.0,s2
TOY-FIELD,2018-04-05,wheat,0.5147051772510118,True,1.0,s2
TOY-FIELD,2018-04-07,wheat,0.5200406973091448,True,1.0,s2
TOY-FIELD,2018-04-09,wheat,0.5253557594688395,True,1.0,s2
TOY-FIELD,2018-04-11,wheat,0.5306435850346467,True,1.0,s2
TOY-FIELD,2018-04-13,wheat,0.5358974300479776,True,1.0,s2
TOY-FIELD,2018-04-15,wheat,0.5411105938881784,True,1.0,s2
TOY-FIELD,2018-04-17,wheat,0.5462764278183315,True,1.0,s2
TOY-FIELD,2018-04-19,wheat,0.5513883434648857,True,1.0,s2
TOY-FIELD,2018-04-21,wheat,0.5564398212203013,True,1.0,s2
TOY-FIELD,2018-04-23,wheat,0.5614244185579915,True,1.0,s2
TOY-FIELD,2018-04-25,wheat,0.5663357782489578,True,1.0,s2
TOY-FIELD,2018-04-27,wheat,0.5711676364696385,True,1.0,s2
TOY-FIELD,2018-04-29,wheat,0.5759138307906304,True,1.0,s2
TOY-FIELD,2018-05-01,wheat,0.5805683080360949,True,1.0,s2
TOY-FIELD,2018-05-03,wheat,0.5851251320038248,True,1.0,s2
TOY-FIELD,2018-05-05,wheat,0.589578491036126,True,1.0,s2
TOY-FIELD,2018-05-07,wheat,0.5939227054318589,True,1.0,s2
TOY-FIELD,2018-05-09,wheat,0.5981522346901842,True,1.0,s2
TOY-FIELD,2018-05-11,wheat,0.6022616845767778,True,1.0,s2
TOY-FIELD,2018-05-13,wheat,0.6062458140035001,True,1.0,s2
TOY-FIELD,2018-05-15,wheat,0.6100995417127472,True,1.0,s2
TOY-FIELD,2018-05-17,wheat,0.6138179527579574,True,1.0,s2
TOY-FIELD,2018-05-19,wheat,0.6173963047720099,True,1.0,s2
TOY-FIELD,2018-05-21,wheat,0.6208300340155193,True,1.0,s2
TOY-FIELD,2018-05-23,wheat,0.6241147611973129,True,1.0,s2
TOY-FIELD,2018-05-25,wheat,0.6272462970596681,True,1.0,s2
TOY-FIELD,2018-05-27,wheat,0.6302206477211845,True,1.0,s2
TOY-FIELD,2018-05-29,wheat,0.63303401977048,True,1.0,s2
TOY-FIELD,2018-05-31,wheat,0.6356828251042106,True,1.0,s2
TOY-FIELD,2018-06-02,wheat,0.6381636855032468,True,1.0,s2
TOY-FIELD,2018-06-04,wheat,0.6404734369411687,True,1.0,s2
TOY-FIELD,2018-06-06,wheat,0.6426091336195843,True,1.0,s2
TOY-FIELD,2018-06-08,wheat,0.6445680517251271,True,1.0,s2
TOY-FIELD,2018-06-10,wheat,0.6463476929033379,True,1.0,s2
TOY-FIELD,2018-06-12,wheat,0.6479457874450028,True,1.0,s2
TOY-FIELD,2018-06-14,wheat,0.6493602971808825,True,1.0,s2
TOY-FIELD,2018-06-16,wheat,0.6505894180811425,True,1.0,s2
TOY-FIELD,2018-06-18,wheat,0.651631582556166,True,1.0,s2
TOY-FIELD,2018-06-20,wheat,0.6524854614558186,True,1.0,s2
TOY-FIELD,2018-06-22,wheat,0.6531499657646123,True,1.0,s2
TOY-FIELD,2018-06-24,wheat,0.6536242479906081,True,1.0,s2
TOY-FIELD,2018-06-26,wheat,0.6539077032462868,True,1.0,s2
TOY-FIELD,2018-06-28,wheat,0.6539999700200052,True,1.0,s2
TOY-FIELD,2018-06-30,wheat,0.6539009306370611,True,1.0,s2
TOY-FIELD,2018-07-02,wheat,0.653610711409771,True,1.0,s2
TOY-FIELD,2018-07-04,wheat,0.6531296824763753,True,1.0,s2
TOY-FIELD,2018-07-06,wheat,0.6524584573289732,True,1.0,s2
TOY-FIELD,2018-07-08,wheat,0.6515978920310905,True,1.0,s2
TOY-FIELD,2018-07-10,wheat,0.650549084125878,True,1.0,s2
TOY-FIELD,2018-07-12,wheat,0.6493133712363323,True,1.0,s2
TOY-FIELD,2018-07-14,wheat,0.6478923293593261,True,1.0,s2
TOY-FIELD,2018-07-16,wheat,0.6462877708556213,True,1.0,s2
TOY-FIELD,2018-07-18,wheat,0.64450174213843,True,1.0,s2
TOY-FIELD,2018-07-20,wheat,0.6425365210634715,True,1.0,s2
TOY-FIELD,2018-07-22,wheat,0.6403946140238522,True,1.0,s2
TOY-FIELD,2018-07-24,wheat,0.6380787527534761,True,1.0,s2
TOY-FIELD,2018-07-26,wheat,0.63559189084306,True,1.0,s2
TOY-FIELD,2018-07-28,wheat,0.6329371999731995,True,1.0,s2
TOY-FIELD,2018-07-30,wheat,0.6301180658692875,True,1.0,s2
TOY-FIELD,2018-08-01,wheat,0.6271380839834463,True,1.0,s2
TOY-FIELD,2018-08-03,wheat,0.6240010549089786,True,1.0,s2
TOY-FIELD,2018-08-05,wheat,0.6207109795331882,True,1.0,s2
TOY-FIELD,2018-08-07,wheat,0.6172720539347487,True,1.0,s2
TOY-FIELD,2018-08-09,wheat,0.613688664032132,True,1.0,s2
TOY-FIELD,2018-08-11,wheat,0.6099653799899188,True,1.0,s2
TOY-FIELD,2018-08-13,wheat,0.6061069503901267,True,1.0,s2
TOY-FIELD,2018-08-15,wheat,0.6021182961759893,True,1.0,s2
TOY-FIELD,2018-08-17,wheat,0.5980045043759096,True,1.0,s2
TOY-FIELD,2018-08-19,wheat,0.5937708216155935,True,1.0,s2
TOY-FIELD,2018-08-21,wheat,0.5894226474266362,True,1.0,s2
TOY-FIELD,2018-08-23,wheat,0.5849655273600965,True,1.0,s2
TOY-FIELD,2018-08-25,wheat,0.5804051459138424,True,1.0,s2
TOY-FIELD,2018-08-27,wheat,0.5757473192826853,True,1.0,s2
TOY-FIELD,2019-04-01,wheat,0.496,True,1.0,s2
TOY-FIELD,2019-04-03,wheat,0.5013560040813748,True,1.0,s2
TOY-FIELD,2019-04-05,wheat,0.5067051772510118,True,1.0,s2
TOY-FIELD,2019-04-07,wheat,0.5120406973091448,True,1.0,s2
TOY-FIELD,2019-04-09,wheat,0.5173557594688395,True,1.0,s2
TOY-FIELD,2019-04-11,wheat,0.5226435850346467,True,1.0,s2
TOY-FIELD,2019-04-13,wheat,0.5278974300479776,True,1.0,s2
TOY-FIELD,2019-04-15,wheat,0.5331105938881784,True,1.0,s2
TOY-FIELD,2019-04-17,wheat,0.5382764278183315,True,1.0,s2
TOY-FIELD,2019-04-19,wheat,0.5433883434648857,True,1.0,s2
TOY-FIELD,2019-04-21,wheat,0.5484398212203013,True,1.0,s2
TOY-FIELD,2019-04-23,wheat,0.5534244185579915,True,1.0,s2
TOY-FIELD,2019-04-25,wheat,0.5583357782489577,True,1.0,s2
TOY-FIELD,2019-04-27,wheat,0.5631676364696385,True,1.0,s2
TOY-FIELD,2019-04-29,wheat,0.5679138307906304,True,1.0,s2
TOY-FIELD,2019-05-01,wheat,0.5725683080360949,True,1.0,s2
TOY-FIELD,2019-05-03,wheat,0.5771251320038248,True,1.0,s2
TOY-FIELD,2019-05-05,wheat,0.581578491036126,True,1.0,s2
TOY-FIELD,2019-05-07,wheat,0.5859227054318589,True,1.0,s2
TOY-FIELD,2019-05-09,wheat,0.5901522346901842,True,1.0,s2
TOY-FIELD,2019-05-11,wheat,0.5942616845767777,True,1.0,s2
TOY-FIELD,2019-05-13,wheat,0.5982458140035001,True,1.0,s2
TOY-FIELD,2019-05-15,wheat,0.6020995417127472,True,1.0,s2
TOY-FIELD,2019-05-17,wheat,0.6058179527579574,True,1.0,s2
TOY-FIELD,2019-05-19,wheat,0.6093963047720099,True,1.0,s2
TOY-FIELD,2019-05-21,wheat,0.6128300340155193,True,1.0,s2
TOY-FIELD,2019-05-23,wheat,0.6161147611973129,True,1.0,s2
TOY-FIELD,2019-05-25,wheat,0.619246297059668,True,1.0,s2
TOY-FIELD,2019-05-27,wheat,0.6222206477211845,True,1.0,s2
TOY-FIELD,2019-05-29,wheat,0.62503401977048,True,1.0,s2
TOY-FIELD,2019-05-31,wheat,0.6276828251042106,True,1.0,s2
TOY-FIELD,2019-06-02,wheat,0.6301636855032468,True,1.0,s2
TOY-FIELD,2019-06-04,wheat,0.6324734369411686,True,1.0,s2
TOY-FIELD,2019-06-06,wheat,0.6346091336195843,True,1.0,s2
TOY-FIELD,2019-06-08,wheat,0.6365680517251271,True,1.0,s2
TOY-FIELD,2019-06-10,wheat,0.6383476929033379,True,1.0,s2
TOY-FIELD,2019-06-12,wheat,0.6399457874450027,True,1.0,s2
TOY-FIELD,2019-06-14,wheat,0.6413602971808825,True,1.0,s2
TOY-FIELD,2019-06-16,wheat,0.6425894180811424,True,1.0,s2
TOY-FIELD,2019-06-18,wheat,0.643631582556166,True,1.0,s2
TOY-FIELD,2019-06-20,wheat,0.6444854614558186,True,1.0,s2
TOY-FIELD,2019-06-22,wheat,0.6451499657646123,True,1.0,s2
TOY-FIELD,2019-06-24,wheat,0.6456242479906081,True,1.0,s2
TOY-FIELD,2019-06-26,wheat,0.6459077032462868,True,1.0,s2
TOY-FIELD,2019-06-28,wheat,0.6459999700200052,True,1.0,s2
TOY-FIELD,2019-06-30,wheat,0.6459009306370611,True,1.0,s2
TOY-FIELD,2019-07-02,wheat,0.645610711409771,True,1.0,s2
TOY-FIELD,2019-07-04,wheat,0.6451296824763753,True,1.0,s2
TOY-FIELD,2019-07-06,wheat,0.6444584573289732,True,1.0,s2
TOY-FIELD,2019-07-08,wheat,0.6435978920310905,True,1.0,s2
TOY-FIELD,2019-07-10,wheat,0.642549084125878,True,1.0,s2
TOY-FIELD,2019-07-12,wheat,0.6413133712363323,True,1.0,s2
TOY-FIELD,2019-07-14,wheat,0.639892329359326,True,1.0,s2
TOY-FIELD,2019-07-16,wheat,0.6382877708556213,True,1.0,s2
TOY-FIELD,2019-07-18,wheat,0.63650174213843,True,1.0,s2
TOY-FIELD,2019-07-20,wheat,0.6345365210634715,True,1.0,s2
TOY-FIELD,2019-07-22,wheat,0.6323946140238522,True,1.0,s2
TOY-FIELD,2019-07-24,wheat,0.6300787527534761,True,1.0,s2
TOY-FIELD,2019-07-26,wheat,0.62759189084306,True,1.0,s2
TOY-FIELD,2019-07-28,wheat,0.6249371999731995,True,1.0,s2
TOY-FIELD,2019-07-30,wheat,0.6221180658692875,True,1.0,s2
TOY-FIELD,2019-08-01,wheat,0.6191380839834463,True,1.0,s2
TOY-FIELD,2019-08-03,wheat,0.6160010549089786,True,1.0,s2
TOY-FIELD,2019-08-05,wheat,0.6127109795331882,True,1.0,s2
TOY-FIELD,2019-08-07,wheat,0.6092720539347487,True,1.0,s2
TOY-FIELD,2019-08-09,wheat,0.605688664032132,True,1.0,s2
TOY-FIELD,2019-08-11,wheat,0.6019653799899188,True,1.0,s2
TOY-FIELD,2019-08-13,wheat,0.5981069503901267,True,1.0,s2
