anon_polygon_id,start_date,end_date,observed_points,duration_days,min_z,interpretation,status
AOI-0016,2017-05-12,2017-05-21,2,9,-1.5032669880939955,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2018-04-05,2018-04-30,6,25,-1.5449464613840294,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2018-05-09,2018-06-10,8,32,-2.319904813644688,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2018-09-20,2018-09-30,4,10,-1.4728574724794072,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2018-10-16,2018-10-30,2,14,-1.5043118135411044,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2021-06-26,2021-09-05,29,71,-3.657191629633286,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2023-06-21,2023-07-06,9,15,-2.388405988338356,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2023-07-14,2023-07-25,4,11,-2.461282920280913,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2023-07-31,2023-09-11,16,42,-1.8588910836432684,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2024-06-08,2024-08-12,26,65,-2.9458377232915613,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0016,2024-08-24,2024-09-01,5,8,-1.6847940239226535,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2011-04-02,2011-05-09,7,37,-3.5108102858815897,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2018-08-04,2018-09-04,6,31,-1.4037836923298546,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2019-05-11,2019-06-28,17,48,-5.276833627597701,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2020-06-24,2020-08-24,30,61,-3.101220084146737,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2020-08-28,2020-09-07,4,10,-1.9331012128100307,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2021-07-02,2021-08-13,17,42,-2.426332309375091,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2022-04-07,2022-05-10,8,33,-1.949790857003736,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2022-05-26,2022-06-06,5,11,-3.6993328619593724,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2023-06-22,2023-08-28,27,67,-1.8315479808587476,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2023-09-02,2023-09-14,5,12,-1.6679917257953965,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2024-04-04,2024-05-06,10,32,-2.0226170162810155,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0018,2024-05-09,2024-05-23,3,14,-1.6029408197121784,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2010-04-07,2010-06-11,12,65,-3.003482416361516,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2011-04-02,2011-04-26,6,24,-1.8937572213458451,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2011-06-05,2011-06-29,6,24,-2.926144545751491,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2013-04-23,2013-06-10,8,48,-1.4214685215710803,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2014-06-22,2014-06-30,4,8,-2.019172709015661,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2014-07-28,2014-08-13,5,16,-1.5711746104832827,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2014-08-24,2014-10-03,9,40,-1.8176464432035162,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2016-05-09,2016-05-18,3,9,-1.342634167605836,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2016-05-25,2016-06-03,2,9,-1.3674798569349582,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2018-08-13,2018-09-12,7,30,-1.5325274357164842,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2018-09-21,2018-09-30,3,9,-1.8843055404771403,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2020-04-07,2020-04-25,6,18,-1.6410225033035377,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2020-05-04,2020-05-30,10,26,-2.379930048172335,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2020-09-18,2020-09-29,7,11,-3.1136466873498976,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2023-05-15,2023-06-07,6,23,-3.1158940278074048,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2024-06-09,2024-07-10,12,31,-2.462674296357859,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2024-07-26,2024-08-03,2,8,-1.1281855223321238,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2024-08-20,2024-09-16,13,27,-2.3396750200067173,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2024-09-20,2024-09-29,4,9,-1.449790184678214,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0024,2024-10-06,2024-10-15,3,9,-1.428806119721053,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2010-04-15,2010-05-01,3,16,-1.4130477882572532,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2011-04-18,2011-05-09,4,21,-2.0808308150826917,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2011-05-28,2011-06-05,2,8,-1.57280328512815,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2015-04-07,2015-05-23,5,46,-1.7723538791027362,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2015-06-08,2015-06-26,4,18,-1.6863771025960854,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2015-09-30,2015-10-16,2,16,-1.2968906001578315,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2017-04-16,2017-05-01,3,15,-1.4345715248569062,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2017-05-12,2017-06-05,3,24,-1.6549626922921647,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2019-04-01,2019-07-05,21,95,-3.478969990890549,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2021-04-07,2021-04-15,2,8,-1.3564934354033695,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2023-05-05,2023-05-25,4,20,-1.5394734384521094,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0025,2024-09-29,2024-10-15,4,16,-1.556515970980401,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2014-04-07,2014-04-18,2,11,-1.1036864667414867,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2014-05-04,2014-06-29,8,56,-2.0754982071670085,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2015-09-30,2015-10-16,3,16,-1.4086059748253137,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2016-04-06,2016-05-08,4,32,-1.4164150155021393,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2017-09-25,2017-10-11,2,16,-1.1211974431384104,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2018-04-29,2018-07-02,13,64,-2.293037518072753,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2019-09-15,2019-09-28,3,13,-2.279178684211985,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2022-04-25,2022-05-20,5,25,-1.5052639503402583,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2022-05-26,2022-06-03,4,8,-1.3935815859067582,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2024-05-04,2024-07-02,13,59,-2.6196699060612785,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0029,2024-10-06,2024-10-15,3,9,-1.7352520786820078,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2014-07-17,2014-07-26,2,9,-1.3137707274743162,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2015-04-07,2015-06-18,11,72,-1.5179592272036955,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2017-04-07,2017-04-18,5,11,-1.147388770410385,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2017-04-28,2017-05-06,3,8,-1.28577769459577,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2017-05-25,2017-06-08,3,14,-1.2391430970541626,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2018-07-02,2018-07-12,2,10,-1.2915113228685569,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2019-04-19,2019-06-02,15,44,-1.412653986660319,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2021-04-04,2021-06-08,17,65,-1.6697391313105445,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0034,2023-04-12,2023-06-16,18,65,-1.3248735733610038,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2010-04-07,2010-05-12,7,35,-2.683376284396224,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2012-05-24,2012-07-04,4,41,-2.8250855293047907,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2014-05-22,2014-05-31,4,9,-2.0118303260740014,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2016-04-01,2016-05-24,12,53,-2.688686535568576,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2019-06-10,2019-06-26,6,16,-2.0706025236348258,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2019-07-02,2019-07-15,6,13,-1.880943161053119,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2020-07-26,2020-08-22,13,27,-1.4825568018574702,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2021-04-04,2021-05-02,10,28,-6.697803984644737,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2022-08-29,2022-09-08,4,10,-1.3817746111852023,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2024-06-09,2024-06-25,7,16,-2.009478904774268,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2024-07-11,2024-07-20,6,9,-1.3069185120103524,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2024-07-30,2024-08-12,5,13,-1.7510321468648515,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0036,2024-10-10,2024-10-23,4,13,-1.3921625328696141,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2012-05-08,2012-06-25,5,48,-2.0974756806297905,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2012-07-27,2012-08-12,2,16,-4.81324135471031,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2013-06-12,2013-06-28,2,16,-1.7096099355718344,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2014-06-10,2014-06-26,2,16,-1.3344065380308257,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2014-10-14,2014-10-30,4,16,-2.3694486732520215,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2015-04-07,2015-04-23,4,16,-2.8946241866408418,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2019-06-27,2019-07-15,7,18,-3.5900262521791926,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2020-04-09,2020-05-04,7,25,-4.852827032316193,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2020-07-27,2020-08-15,8,19,-6.2827929578812025,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2020-09-21,2020-10-21,13,30,-2.214897587974235,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2021-04-22,2021-05-01,3,9,-1.8965411629890694,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2023-09-01,2023-09-14,3,13,-2.5281528010224914,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2024-08-14,2024-08-30,7,16,-2.3181202245604005,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
AOI-0039,2024-09-08,2024-10-25,15,47,-3.2839452377628144,"Устойчивое отрицательное отклонение. Причина не установлена; проверить облачность, уборку, смену культуры и погоду.",candidate_for_review
